id,Grid_ID,Lat,Lon,centroid_x,centroid_y,NDVI,geometry,landcover,Water,dist_to_water,burned_area,elevation,poaching_risk,image_path
000000000000000009f1,2545,-23.07329694199991,30.93481952799998,903249.3695930742,7442933.785282955,0.2423170402161044,"POLYGON ((30.943820300752073 -23.082295803310917, 30.943820300752073 -23.06429884809468, 30.925818878104643 -23.064298847546485, 30.925818878104643 -23.082295813934028, 30.943820300752073 -23.082295803310917))",19.99999999999996,,5560.523113642204,0.0,461.8859627982573,Medium,grid_patches_final_png\grid_2545.png
000000000000000009f7,2551,-23.001296941999907,30.934819527999984,903464.2691147104,7450917.341282484,0.2422526470974862,"POLYGON ((30.943820300752073 -23.010299200158112, 30.943820300752073 -22.992297793521583, 30.925818878104643 -22.992297743142153, 30.925818878104643 -23.010299162899322, 30.943820300752073 -23.010299200158112))",20.00000000000018,3.0,1184.7345276645635,0.0,418.2404770365247,Medium,grid_patches_final_png\grid_2551.png
000000000000000009d8,2520,-23.12713597591815,30.93500660369629,903107.4445582044,7436963.425699345,0.2374069057046542,"POLYGON ((30.928280341377384 -23.13629551744211, 30.943820300752073 -23.136295497008945, 30.943820300752073 -23.11829861567777, 30.925818878104643 -23.118298567294616, 30.925818878104643 -23.130409538117004, 30.928280341377384 -23.13629551744211))",20.00000000000012,,3472.916791565857,0.0,457.8226048611201,Medium,grid_patches_final_png\grid_2520.png
00000000000000000ad9,2777,-22.71193129135548,30.93508968838813,904349.3123639578,7483001.862635732,0.3829421706026554,"POLYGON ((30.943820300752073 -22.720894598977754, 30.943820300752073 -22.704297824923486, 30.925818878104643 -22.704297846364295, 30.925818878104643 -22.718152251664353, 30.943820300752073 -22.720894598977754))",20.00000000000003,,3800.141890168052,9.050980392156864,536.050939141001,Medium,grid_patches_final_png\grid_2777.png
000000000000000009f8,2552,-22.98353734455366,30.93514019284756,903550.1028242492,7452885.687096977,0.2460541970889429,"POLYGON ((30.943820300752073 -22.992297793521583, 30.943820300752073 -22.974296367392284, 30.92861474979204 -22.974296405403603, 30.925818878104643 -22.983152143470924, 30.925818878104643 -22.992297743142153, 30.943820300752073 -22.992297793521583))",20.000000000000018,,1643.7349071464491,0.0,417.5573086351788,Medium,grid_patches_final_png\grid_2552.png
00000000000000000add,2781,-22.65976584288716,30.935539889156143,904549.1059794292,7488784.761047251,0.3190800587711322,"POLYGON ((30.943820300752073 -22.66829499326614, 30.943820300752073 -22.650298133528374, 30.929818665032855 -22.650298081340996, 30.929818665032855 -22.65040959561619, 30.929814286862364 -22.650958072868175, 30.929787492455535 -22.651484260608388, 30.929680489896384 -22.652309169338835, 30.92938172284314 -22.65365138431071, 30.929065092013857 -22.654525345575507, 30.928851085534365 -22.655042581216556, 30.928668251550754 -22.655550896288364, 30.928315980128744 -22.656442726501897, 30.928097506538432 -22.65693320197082, 30.92783884030687 -22.657495089209032, 30.927450927496405 -22.658346749057497, 30.92718341579913 -22.6589666083291, 30.926857847580578 -22.659778175058378, 30.926585868730967 -22.660299863619144, 30.92653683191315 -22.660464867159927, 30.926407497211642 -22.66080373426625, 30.926345062739987 -22.66091077918564, 30.926233591296718 -22.661156008651353, 30.92611318801304 -22.66154392338816, 30.926028511596208 -22.661820373874775, 30.925876846967483 -22.662270788797702, 30.925818878104643 -22.66244919032113, 30.925818878104643 -22.668295057696653, 30.943820300752073 -22.66829499326614))",20.000000000000018,,1020.7146079547342,3.5058823529411764,452.0069017258669,Medium,grid_patches_final_png\grid_2781.png
00000000000000000aee,2798,-22.646035672516174,30.9366764047628,904706.4098967352,7490304.057868654,0.2789303371247316,"POLYGON ((30.92964476398012 -22.647952635044312, 30.929729525450686 -22.648661630353704, 30.929809821128305 -22.64978975425382, 30.929818665032855 -22.650298081340996, 30.943820300752073 -22.650298133528374, 30.943820300752073 -22.64117479311305, 30.943717688182282 -22.641317445013833, 30.943494776960613 -22.641696501325207, 30.94336099501032 -22.641892660142823, 30.943151391318917 -22.642129014764066, 30.94291508329946 -22.64234310052209, 30.94265644850596 -22.642543765817724, 30.942513735097727 -22.6426239664968, 30.94214810783622 -22.64272654417175, 30.942009859119764 -22.64275330184805, 30.94175122240434 -22.642797877361527, 30.941314235426656 -22.642842457390085, 30.94106006255657 -22.64286920824725, 30.940819285149566 -22.64286922306824, 30.940364520996233 -22.642748860325078, 30.940038987970404 -22.642601704020063, 30.93968219647107 -22.64246348571536, 30.93905354044068 -22.64224492392089, 30.938576355076968 -22.64203542383342, 30.938130513412034 -22.64183473208392, 30.937301078968037 -22.641486922233142, 30.936708046953772 -22.641228309259944, 30.93622200896728 -22.64099198351629, 30.935753743550872 -22.640786838265456, 30.935102739557973 -22.640644157186433, 30.93461222961283 -22.640612962022004, 30.934121717694246 -22.6406352376324, 30.933479636186686 -22.64073331118778, 30.933073878858067 -22.64088051266701, 30.932766188865852 -22.641058839925417, 30.93214187525514 -22.641455708081615, 30.931691544392987 -22.641785699016467, 30.931308021950965 -22.642120133097592, 30.930906723090892 -22.642503593500066, 30.93068378843842 -22.642766667009596, 30.930380558129414 -22.643274999554656, 30.930023825925847 -22.64401522573728, 30.9298900291897 -22.644394232337078, 30.929791958190414 -22.64481340151701, 30.9296715584183 -22.645656156494635, 30.929631454322358 -22.64613773509998, 30.929591262649666 -22.64669065948808, 30.929586796907447 -22.647417514091586, 30.92964476398012 -22.647952635044312))",20.0,30.702458423716585,350.6286968015882,0.0,388.1901552570818,High,grid_patches_final_png\grid_2798.png
00000000000000000a05,2565,-22.9659870453672,30.937530779617607,903847.8174438962,7454825.124333491,0.2491213519804507,"POLYGON ((30.943820300752073 -22.974296367392284, 30.943820300752073 -22.95629500866926, 30.934304543502584 -22.956294973638173, 30.92861474979204 -22.974296405403603, 30.943820300752073 -22.974296367392284))",19.999999999999982,,3783.632253032903,0.0,439.0033505612619,Medium,grid_patches_final_png\grid_2565.png
000000000000000009d6,2518,-23.144460287726904,30.93762883958752,903324.39809542,7435035.180728911,0.240703239058919,"POLYGON ((30.929618057099603 -23.139497128407633, 30.93509380847701 -23.15429695157111, 30.943820300752073 -23.15429687971478, 30.943820300752073 -23.136295497008945, 30.928280341377384 -23.13629551744211, 30.929618057099603 -23.139497128407633))",20.0,,4787.721958006588,0.0,440.5161849431007,Medium,grid_patches_final_png\grid_2518.png
00000000000000000a06,2566,-22.948575074306103,30.9402810092597,904182.072036486,7456748.2294797,0.2567856117067121,"POLYGON ((30.943820300752073 -22.95629500866926, 30.943820300752073 -22.938298042507448, 30.939989956562474 -22.938298015291302, 30.934304543502584 -22.956294973638173, 30.943820300752073 -22.95629500866926))",20.0,,4992.723284186539,0.0,451.7440721521057,Medium,grid_patches_final_png\grid_2566.png
000000000000000009d4,2516,-23.16144583251585,30.940779207106825,903596.416482814,7433143.014541081,0.241087776685369,"POLYGON ((30.94175122240434 -23.172298350889257, 30.943820300752073 -23.172298275917814, 30.943820300752073 -23.15429687971478, 30.93509380847701 -23.15429695157111, 30.94175122240434 -23.172298350889257))",19.99999999999998,,6291.654146236331,0.0,437.8958935851924,Medium,grid_patches_final_png\grid_2516.png
00000000000000000a07,2567,-22.93425541745945,30.94254280630645,904456.9861032148,7458329.778204285,0.272035100707419,"POLYGON ((30.943820300752073 -22.938298042507448, 30.943820300752073 -22.926173766200698, 30.939989956562474 -22.938298015291302, 30.943820300752073 -22.938298042507448))",20.0,,4954.714292923562,0.0,439.0106549939919,Medium,grid_patches_final_png\grid_2567.png
000000000000000009d2,2514,-23.17415889105127,30.94313072377332,903799.2984302233,7431726.791283704,0.2069640928233533,"POLYGON ((30.943820300752073 -23.1778811135062, 30.943820300752073 -23.172298275917814, 30.94175122240434 -23.172298350889257, 30.943820300752073 -23.1778811135062))",20.00000000000002,,6097.779064116912,0.0,436.1094165108724,Medium,grid_patches_final_png\grid_2514.png
000000000000000009e2,2530,-23.03729694199991,30.95281952799997,905204.1131901348,7446875.731081424,0.2423673674523334,"POLYGON ((30.96182168943877 -23.046297447840825, 30.96182168943877 -23.028296110693876, 30.943820300752073 -23.02829609926269, 30.943820300752073 -23.046297450762484, 30.96182168943877 -23.046297447840825))",19.999999999999904,,5508.123760519983,0.0,430.8675168316704,Medium,grid_patches_final_png\grid_2530.png
000000000000000009f0,2544,-23.09129694199991,30.95281952799997,905042.0167268952,7440887.962971092,0.1974824177195999,"POLYGON ((30.96182168943877 -23.100297232780253, 30.96182168943877 -23.082295773277806, 30.943820300752073 -23.082295803310917, 30.943820300752073 -23.100297194664005, 30.96182168943877 -23.100297232780253))",19.99999999999996,,5770.145100343757,0.0,450.5827159453316,Medium,grid_patches_final_png\grid_2544.png
000000000000000009fd,2557,-22.983296941999907,30.95281952799997,905365.8502216808,7452863.477839864,0.2535856609630579,"POLYGON ((30.96182168943877 -22.99229775260933, 30.96182168943877 -22.974296341868886, 30.943820300752073 -22.974296367392284, 30.943820300752073 -22.992297793521583, 30.96182168943877 -22.99229775260933))",19.999999999999982,,3315.501042392396,0.0,409.1850246496054,Medium,grid_patches_final_png\grid_2557.png
00000000000000000a01,2561,-22.9472969419999,30.95281952799997,905473.4751559144,7456855.297169359,0.256848317785832,"POLYGON ((30.96182168943877 -22.95629499887, 30.96182168943877 -22.938298048196874, 30.943820300752073 -22.938298042507448, 30.943820300752073 -22.95629500866926, 30.96182168943877 -22.95629499887))",19.99999999999995,,6181.924858012859,0.0,445.844502241112,Medium,grid_patches_final_png\grid_2561.png
00000000000000000ae4,2788,-22.695296941999896,30.95281952799997,906222.3715523102,7484797.768230872,0.3659430599165624,"POLYGON ((30.96182168943877 -22.704297824568663, 30.96182168943877 -22.686296434338093, 30.943820300752073 -22.686296413681806, 30.943820300752073 -22.704297824923486, 30.96182168943877 -22.704297824568663))",19.9999999999999,,4213.047652108834,11.541176470588235,503.6022730764392,Medium,grid_patches_final_png\grid_2788.png
